Severity,Description
0,Accident on 115th St at Stone Ave.
0,Accident on 95th St at Palatine Ave.
0,Center lane blocked due to accident on Olive Way Eastbound at Boren Ave.
0,Accident on 4th Ave at Marginal Way.
0,Accident on 23rd Ave at Columbia St.
0,Accident on 15th Ave at Armory Way.
0,Accident on Rainier Ave at Bayview St.
0,Accident on 80th St at 4th Ave.
0,Accident on 12th Ave at Jackson St.
0,Accident on 30th Ave at 130th St.
0,Center Left lane blocked due to accident on Seattle Brg Eastbound after Delridge Way.
1,Two lanes blocked due to accident on I-5 Southbound before Seattle Brg.
0,Lane blocked due to accident on Leary Way at 15th Ave.
0,Two lanes blocked due to accident on 2nd Ave Southbound at Pine St.
0,Accident on Dakota St at 15th Ave.
0,Accident on Rainier Ave at Lander St.
0,Accident on Airport Way at Lucile St.
0,Accident on Martin Luther King Jr Way at Beacon Ave.
1,Right lane blocked due to accident on I-5 Northbound after WA-599.
0,Accident on Marginal Way at Dakota St.
1,HOV lane blocked due to accident on I-5 Southbound before Boeing Access Rd.
0,Accident on 1st Ave at Seneca St.
0,Accident on 20th Ave near WA-522 Lake City Way.
0,Accident on California Ave at Fauntleroy Way.
0,HOV & left lane blocked due to accident on WA-99 Marginal Way Southbound at 1st Ave.
0,Right lane blocked due to accident on WA-99 Aurora Ave Southbound before 130th St.
0,Accident on Fauntleroy Way at Oregon St.
1,Left lane blocked due to accident on I-5 Southbound at Mercer St.
0,Accident on Leschi Pl at Lakeside Ave.
0,One lane blocked due to accident on Roosevelt Way Southbound at 80th St.
0,Accident on Myrtle Pl Eastbound at Othello St.
1,Right lane blocked due to accident on I-5 Southbound at Seattle Brg.
0,Accident on Stone Way at 47th St.
0,Accident on Jackson St at 8th Ave.
0,Accident on 45th Ave at Wildwood Pl.
0,Accident on Roosevelt Way at 80th St.
0,Restrictions due to accident on Columbian Way both ways at I-5.
0,Restrictions due to accident on 7th Ave both ways at Virginia St.
0,Restrictions due to accident on Boren Ave both ways at Howell St.
0,Accident on Martin Luther King Jr Way both ways at Cherry St.
0,Accident on 87th St both ways at Greenwood Ave.
0,Accident on Pine St both ways at Belmont Ave.
1,Right lane blocked due to accident on I-5 Northbound at WA-518.
0,Left lane blocked due to accident on Mercer St Westbound at Warren Ave.
0,Left lane blocked due to accident on WA-523 145th St Westbound at I-5.
0,Restrictions due to accident on Harvard Ave both ways at Harrison St.
0,Restrictions due to accident on Orcas St both ways at Corson Ave.
0,Restrictions due to accident on John St both ways at 10th Ave.
0,Restrictions due to accident on Mercer St both ways at Queen Anne Ave.
0,Restrictions due to accident on 10th Ave both ways at Dearborn St.
0,Accident on Madison St Eastbound at Howe St.
1,Right lane blocked due to accident on I-5 Northbound at Columbian Way.
1,Right lane blocked due to accident on I-5 Northbound at Exits 164A 164B I-90.
0,HOV lane blocked due to accident on WA-99 1st Ave Bridge Northbound between WA-509 and Michigan St.
0,Accident on Cherry St near 20th Ave.
0,Hit and run accident on Taylor Ave at Newton St.
0,Accident on WA-99 Marginal Way Northbound at Lucile St.
1,Entry ramp to WA-99 Northbound from S Royal Brougham Way closed due to car fire.
0,Right lane blocked due to accident on Fauntleroy Way Northbound at Hudson St.
0,Accident on 5th Ave near University St.
1,Right lane blocked slow traffic and right hand shoulder blocked due to accident on I-5 Express Southbound at 50th St.
0,Accident on Roosevelt Way at 55th St.
0,Accident on Dearborn St Eastbound at 8th Ave.
0,Left lane blocked due to accident on Seattle Brg Eastbound between Delridge Way and Marginal Way.
1,Left lane blocked due to accident on I-5 Northbound at Exits 166 167 Mercer St.
0,Accident on 125th St at WA-522 Lake City Way.
0,Accident on Swift Ave at Albro Pl.
0,Accident on Dexter Ave at Mercer St.
0,Accident on Martin Luther King Jr Way at Fir St.
0,Left lane blocked due to accident on 5th Ave Southbound at Vine St.
0,Accident on 16th Ave at Lander St.
0,Accident on 35th St at Fremont Ave.
0,Left lane blocked due to accident on WA-99 Aurora Ave Southbound at 130th St.
0,Non-injury accident on Rainier Ave at Walker St.
0,Accident on 27th Ave at 85th St.
0,Accident on 27th Ave both ways at 85th St.
0,Restrictions due to accident on 75th St both ways at 15th Ave.
0,Accident on 15th Ave at Hanford St.
0,Accident on 15th Ave at 127th St.
0,Right hand shoulder blocked due to multi-vehicle accident on WA-518 Eastbound between 51st Ave and I-5.
0,Accident on 39th St at Wallingford Ave.
0,Accident on California Ave at Admiral Way.
0,Accident on 29th Ave at Howe St.
0,Accident on Waite St at 51st Ave.
0,One lane blocked due to accident on Hill St Westbound at 22nd Ave.
1,One lane blocked and left hand shoulder blocked due to accident on I-5 Southbound at Exit 156 WA-599.
0,Accident on James St at Terry Ave.
0,Slow traffic due to accident on Mercer St at Fairview Ave.
0,Accident on 4th Ave Northbound at Columbia St.
0,Accident on Cherry St at Martin Luther King Jr Way.
0,Accident on Waite St near 50th Ave.
0,Accident on 22nd Ave at Hill St.
0,Accident on Belmont Ave at Harrison St.
1,Right lane blocked due to accident on I-5 Southbound before Exits 168A 168B WA-520.
0,Accident on 125th St at 23rd Ave.
0,Accident on 29th Ave at Howell St.
0,Accident on 15th Ave near Hanford St.
0,Accident on 125th St at WA-99 Aurora Ave.
1,HOV lane blocked due to accident on I-5 Northbound after Exit 156 WA-599.
1,HOV & left lane blocked due to accident on I-5 Southbound at Exit 156 Interurban Ave.
0,Accident on 50th St near 30th Ave.
0,Accident on Denny Way at Wall St.
0,Accident on Fremont Brg Southbound between Fremont Ave and Florentia St.
0,Accident on Yale Ave at Melrose Ave.
0,Accident on Campus Pkwy Westbound at Brooklyn Ave.
0,Accident on Harbor Ave at Florida St.
0,Accident on 98th St at WA-522 Lake City Way.
0,Reported accident on entry ramp to West Seattle Bridge Eastbound from SW Avalon Way Northbound.
0,Left hand shoulder blocked due to accident on WA-99 Northbound at Cloverdale St.
1,Right hand shoulder blocked due to accident on I-5 Southbound after WA-104 205th St.
0,Right lane blocked due to accident on Denny Way Westbound at Dexter Ave.
0,Accident on Eastlake Ave at Lynn St.
1,Right lane blocked due to accident on I-5 Express Northbound before Madison St.
0,Accident on 29th Ave at Jefferson St.
1,Left lane blocked due to accident on I-5 Southbound at Exits 164A 164B I-90.
1,Right-Center lane blocked due to accident on I-5 Southbound at Exits 164 165 165A 165B Cherry St.
0,Accident on Avalon Way at Spokane St.
0,Accident on 120th St at Greenwood Ave.
0,Accident on Yesler Way at 20th Ave.
0,Accident on 34th Ave at Union St.
0,Accident on 85th St at Greenwood Ave.
1,HOV lane blocked due to accident on I-5 Northbound before Exits 164A 164B I-90.
0,Accident on Columbian Way at Americus St.
0,Right lane blocked due to accident on Airport Way Southbound at Stacy St.
1,HOV lane blocked due to accident on I-5 Northbound at Exits 164A 164B I-90.
0,Accident on Madison St near 23rd Ave.
0,Left lane blocked due to accident on WA-900 Martin Luther King Jr Way Westbound at I-5.
1,Two right lane blocked due to accident on I-5 Northbound before Exit 173 Northgate Way.
0,Right lane blocked due to accident on 3rd Ave Northbound at Pike St.
0,Center lane blocked due to accident on WA-520 Floating Bridge Westbound between 84th Ave and Lake Washington Blvd.
0,Accident on Boylston Ave near Edgar St.
1,2 left lane blocked due to accident on I-5 Northbound at Exit 176 175th St.
1,2 right lane blocked due to accident on I-5 Southbound at Exits 166 167 Mercer St.
0,Accident on Delridge Way at Holden St.
0,Accident on 45th St at 50th Ave.
0,Accident on 5th Ave at Brandon St.
0,Accident on Green Lake Way near 46th St.
0,Accident on 80th St at 14th Ave.
0,Accident on WA-99 Marginal Way Northbound at Dawson St.
0,Accident on Austin St at Holden St.
0,Accident on Brandon St at 5th Ave.
0,Right lane blocked due to accident on Airport Way Southbound after Walker St.
1,Right lane blocked due to accident on I-5 Southbound at Exits 164 165 165A 165B Cherry St. In the express lane.
0,Accident on WA-99 Aurora Ave at 102nd St.
0,Center lane blocked due to accident on 9th Ave Southbound at Mercer St.
0,Accident on East Green Lake Way at West Green Lake Way.
0,Accident on 4th Ave at Union St.
0,Right lane blocked due to accident on 5th Ave Southbound after Pike St.
1,HOV lane blocked due to accident on I-5 Northbound before Exits 163 163A 163B Seattle Brg.
0,Accident on 18th Ave at Madison St.
0,Accident on College Way at 100th St.
1,Left lane blocked due to accident on I-90 Westbound before Exits 2B 2C I-5.
0,Accident on Eastlake Ave near Boston St.
0,Accident on Dexter Ave at Thomas St.
0,Accident on Fairview Ave at Mercer St.
0,Accident on 22nd Ave at Jackson St.
1,Left lane blocked due to accident on I-5 Northbound at Exit 175 WA-523 145th St.
1,Right lane blocked due to accident on I-5 Northbound before Exits 177 178 WA-104 244th St.
0,Accident on Dawson St at WA-99 Marginal Way.
0,Accident on Terry Ave at James St.
0,Right lane blocked due to accident on Spokane St Bridge Westbound between 11th Ave and Marginal Way.
0,Accident on WA-522 Lake City Way Northbound at I-5.
1,Two right lane blocked due to accident on I-5 Express Northbound at WA-522 Lake City Way.
1,Right lane blocked due to accident on I-90 Westbound before Exits 3 3A 3B Rainier Ave.
0,Accident on 1st Ave at Republican St.
0,Bus lane blocked due to accident on WA-99 Aurora Ave at 125th St.
0,Right lane blocked due to accident on 85th St Westbound at Linden Ave.
1,Queueing traffic and left lane blocked due to accident on I-5 Southbound at 45th St.
0,Accident on 5th Ave at 83rd St.
1,Reported accident on I-5 Northbound after Exit 152 188th St.
1,Earlier accident on I-5 Southbound at 50th St. All lanes have been re-opened.
0,Accident on 15th Ave at Columbian Way.
1,Right lane blocked and right hand shoulder blocked due to accident on I-5 Southbound after Corson Ave.
0,Left lane blocked due to accident on WA-99 Aurora Ave Southbound at Harrison St.
1,Right lane blocked due to accident on I-5 Express Southbound between Mercer St and Cherry St.
0,Accident on 23rd Ave at Hinds St.
0,Accident on Broadway at Pine St.
0,Accident on Martin Luther King Jr Way at Graham St.
0,Accident on 16th Ave at Lucile St.
0,Accident on Horton St at 34th Ave.
1,Left lane blocked due to accident on I-5 Southbound after 85th St.
0,Accident on River St at Occidental Ave.
0,Accident on Corson Ave at Michigan St.
0,Accident on 25th Ave around Blakeley St.
0,Accident on 92nd St at Meridian Pl.
0,Accident on 1st Ave at Northgate Way.
0,Accident on Martin Luther King Jr Way at Eddy St.
0,Accident on 115th St at WA-99 Aurora Ave.
0,Accident on Main St near 5th Ave.
0,Accident on 8th Ave near Northgate Way.
0,Accident on Rainier Ave near Brandon St.
0,Accident on WA-99 Aurora Ave at 66th St.
0,Accident on Meridian Ave at 130th St.
0,Right bus lane blocked due to accident on WA-99 Alaskan Way Via Northbound near Marginal Way.
0,Accident on Orcas St at Martin Luther King Jr Way.
0,Accident on 10th Ave at Yesler Way.
0,Accident on WA-99 Aurora Ave at Harrison St.
1,Queueing traffic and HOV lane blocked due to accident on I-5 Northbound at Exit 174 130th St.
1,Queueing traffic and two right lane blocked due to accident on I-5 Northbound at Exit 174 130th St.
0,Accident on 2nd Ave at Union St.
0,Right lane blocked due to accident on Airport Way Southbound at College St.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on 42nd Ave at Snoqualmie St.
0,Accident on Meridian Ave at 130th St.
0,Accident on entry ramp to WA-99 Southbound from Des Moines Memorial Dr.
1,3 left express lane blocked due to serious accident on I-5 Northbound at Exits 166 167 Mercer St.
1,Two lanes blocked due to accident on I-5 Southbound at Exit 151 Military Rd.
1,Restrictions on entry ramp due to accident on I-5 Southbound at Exits 164 165 165A 165B Cherry St.
1,Heavy traffic and left lane blocked due to accident on I-5 Northbound at Exits 166 167 Mercer St.
1,Left lane blocked due to accident on I-5 Northbound at Seneca St.
1,Left lane blocked due to accident on I-5 Southbound at I-90 .
0,Left lane blocked due to accident on Martin Luther King Jr Way Westbound at McClellan St.
0,Left lane blocked due to accident on WA-520 Eastbound at Montlake Pl.
1,HOV lane blocked due to accident on I-5 Southbound at Exits 164 165 165A 165B Cherry St.
1,Two lanes blocked due to accident on I-5 Southbound at Exit 167 / Mercer St.
1,Left lane blocked due to accident on I-5 Southbound at Exit 172 / NW 85th St.
1,Left lane blocked due to accident on I-5 Southbound at Union St.
0,Right lane blocked due to accident on WA-509 Northbound at WA-99 2nd Ave.
1,Right lane blocked due to accident on I-5 Northbound at Seneca St.
1,Right lane blocked due to accident on I-5 Northbound at Exits 153 154A 154AB I-405.
1,Lane blocked due to accident on I-5 Southbound at Exit 158 Boeing Access Rd.
1,Slow traffic and right hand shoulder blocked due to earlier accident on I-5 Southbound after Exit 176 175th St. All lanes have been re-opened.
0,Right lane blocked and right hand shoulder blocked due to accident on WA-99 Northbound at Michigan St.
1,Slow traffic and right hand shoulder blocked due to accident on I-5 Northbound after Corson Ave.
0,Accident on 100th St at Greenwood Ave.
0,Accident on 58th St at 8th Ave.
1,Right lane blocked due to accident on I-5 Northbound at Columbian way.
0,Accident on Pine St Westbound at 6th Ave.
1,Entry ramp to I-5 Northbound from I-90 Westbound restrictions on entry ramp due to accident.
1,Slow traffic due to accident on I-5 Northbound at Exits 164 165 165A 165B Cherry St.
0,Accident on Occidental Ave at Hanford St.
0,Accident on 100th St at Greenwood Ave.
0,Accident on Madison St near 23rd Ave.
0,Right lane blocked due to accident on Wall St Westbound at Western Ave.
0,Accident on California Ave near Massachusetts St.
0,Accident on 115th St near 14th Ave.
0,Accident on Thomas St at Elliott Ave.
0,Accident on Yale Ave near I-5.
0,Accident on Holly St at Martin Luther King Jr Way.
1,Accident on I-5 Express Southbound at 50th St.
0,Accident on Rainier Ave at Oregon St.
0,Accident on 2nd Ave at James St.
0,Accident on 1st Ave at Cherry St.
0,Accident on Pike St at Harvard Ave.
0,One lane blocked due to accident on Greenwood Ave both ways at 105th St.
0,Accident on Greenwood Ave at 100th St.
0,Accident on Wall St at Western Ave.
1,Queueing traffic and left lane blocked due to accident on I-5 Southbound at Exits 169 170 Ravenna Blvd.
0,Accident on 42nd Ave at Genesee St.
0,Accident on Holly Park Dr at Martin Luther King Jr Way.
0,Accident on Michigan St near 5th Ave.
1,Left lane blocked due to accident on I-5 Southbound at Exits 164A 164B I-90.
1,Accident on I-5 Southbound at Exits 164A 164B I-90.
0,Accident on Broad St Southbound at 5th Ave.
0,Accident on 12th Ave at Boren Ave.
0,Right lane blocked due to accident on WA-518 Westbound at Des Moines Memorial Dr.
1,Two lanes blocked slow traffic and right hand shoulder blocked due to debris on road and accident on I-5 Northbound after WA-516 Kent des Moines Rd.
1,Reported accident on I-5 Northbound after Exit 158 Boeing Access Rd.
1,Right lane blocked due to accident on I-5 Northbound near Madison St.
0,Left lane blocked due to accident on Jackson St Eastbound at 10th Ave.
1,Entry ramp to I-5 Northbound from Michigan St lane blocked due to accident.
1,Accident on I-5 Northbound at Exits 164 165 165A 165B Cherry St.
0,Accident on 1st Ave at Thomas St.
0,Accident on 1st Ave at Dawson St.
0,Accident on 32nd Ave near 137th St.
0,Right lane blocked due to accident on Western Ave Southbound at University St.
0,Accident on WA-522 Lake City Way near 123rd St.
0,Accident on Columbia St at 12th Ave.
0,Accident on Roanoke St at 10th Ave.
0,Accident on Seneca St at 5th Ave.
0,Accident on 1st Ave at Thomas St.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound at Comstock St.
0,Accident on 1st Ave at Dawson St.
0,Accident on Broadway at Olive Way.
0,Accident on Denny Way at Boren Ave.
0,Accident on 4th Ave at Main St.
1,Right lane blocked due to accident on I-5 Northbound before Exits 168A 168B WA-520.
0,Left lane blocked due to accident on Lander St Eastbound at Airport Way.
0,Accident on Columbian Way at Spokane St.
1,Queueing traffic and right lane blocked due to accident on I-5 Northbound after Exit 175 WA-523 145th St.
0,Accident on 137th St at 30th Ave.
1,Left lane blocked due to accident on I-5 Northbound at Exits 166 167 Mercer St.
0,Accident on Diagonal Ave both ways at WA-99 Marginal Way.
0,Accident on Broad St Southbound at 5th Ave.
1,Reported accident on I-5 Northbound between WA-900 Martin Luther King Jr Way and I-5 Carleton Ave.
1,Left hand shoulder blocked due to accident on I-5 Southbound before Carleton Ave.
0,Accident on Renton Ave at 132nd St.
0,Accident on Beacon Ave at Othello St.
0,Accident on 120th St at 35th Ave.
0,Accident on Pine St at Summit Ave.
0,Accident on 75th St at 35th Ave.
0,Accident on Beacon Ave near Othello St.
0,Accident on 4th Ave at Elliott Ave.
0,Accident on Valley St at 8th Ave.
0,Accident on Renton Ave at Henderson St.
0,Accident on 35th Ave at Holden St.
0,Accident on 5th Ave at 65th St.
0,Accident on Martin Luther King Jr Way near Genesee St.
0,Accident on WA-99 Marginal Way at Diagonal Ave.
0,Accident on 36th Ave at Adams St.
0,Accident on 5th Ave near I-5.
0,Accident on Madison St at Lake Washington Blvd.
0,Accident on 15th Ave at Bertona St.
0,Accident on Ravenna Blvd Westbound at 65th St.
1,Left lane blocked due to accident on I-5 Southbound near Exit 156 Interurban Ave.
0,Accident on WA-513 Montlake Blvd at Wahkiakum Rd.
0,Accident on University Way near 55th St.
0,Accident on Yesler Way at 14th Ave.
0,Left lane blocked due to accident on 85th St Westbound at Burke Ave.
0,Accident on 4th Ave near Edgar Martinez Dr.
0,Accident on Ravenna Blvd at 65th St.
0,Accident on Holman Rd near 4th Ave.
0,Right lane blocked due to accident on 4th Ave Northbound at Fremont Brg.
0,Accident on Rainier Ave near I-90.
0,Accident on Stewart St at Boren Ave.
1,Two lanes blocked due to accident on I-90 Westbound between Mercer Way and Rainier Ave.
0,Accident on 85th St both ways at Greenwood Ave.
1,Right hand shoulder blocked due to accident on I-405 Northbound at Tukwila Pkwy.
0,Accident on 35th St at Stone Way.
0,Right lane blocked due to accident on WA-99 Alaskan Way Via Northbound at Western Ave.
0,Accident on 1st Ave at Battery St.
0,Right lane blocked and right hand shoulder blocked due to accident on WA-520 Eastbound at Midspan.
0,Accident on Fairview Ave at Republican St.
1,Accident on I-5 Northbound at I-405.
0,Right lane blocked due to accident on WA-523 145th St Eastbound at I-5.
0,One lane blocked due to accident on WA-99 Alaskan Way Via near Western Ave.
0,Accident on 5th Ave at Roxbury St.
0,Accident on Maynard Aly at Weller St.
1,Right & HOV lane blocked due to accident on I-5 Southbound at Exits 163 163A 163B Seattle Brg.
0,Accident on Thomas St at 16th Ave.
0,Accident on 16th Ave at Cambridge St.
0,Accident on Findlay St at 2nd Ave.
0,Accident on Martin Luther King Jr Way at Jackson St.
0,Accident on WA-99 Alaskan Way Via at Battery St.
0,Accident on Roosevelt Way at 50th St.
0,Right lane blocked due to accident on WA-520 Westbound after Montlake Pl.
0,Accident on 45th St near 9th Ave.
0,Accident on 15th Ave at Dravus St.
0,Accident on Spring St at 4th Ave.
0,Accident on Airport Way at Lucile St.
0,Accident on WA-99 Marginal Way at Alaska St.
0,Accident on Michigan St at 6th Ave.
1,Right lane blocked due to accident on I-5 Southbound after Exits 164A 164B I-90.
0,Accident on Terry Ave at Jefferson St.
0,Accident on Thomas St at 16th Ave.
0,Accident on Rainier Ave at Henderson St.
0,Accident on 4th Ave near 80th St.
0,Accident on Elliott Ave at Battery St.
1,Right lane blocked due to accident on I-90 Eastbound after Exits 3 3A 3B Rainier Ave.
0,One lane blocked due to accident on Western Ave at Wall St.
0,Accident on Columbian Way at Spokane St.
0,Accident on Lander St at 1st Ave.
0,Accident on Fairview Ave at Republican St.
0,Left turn lane blocked due to accident on WA-99 Aurora Ave Southbound at 105th St.
0,Accident on Pine St between Boren Ave and Minor Ave.
0,Accident on 2nd Ave at Findlay St.
0,Accident on 34th Ave near Oregon St.
0,Accident on 3rd Ave at Holman Rd.
0,Accident on WA-99 Marginal Way at Alaska St.
0,Accident on 6th Ave at Spokane St.
0,Accident on Sand Point Way at 115th St.
0,Accident on Walden St at Rainier Ave.
0,Accident on 8th Ave at Pike St.
0,Accident on Fauntleroy Way at Alaska St.
0,Accident on California Ave at Alaska St.
0,Left lane blocked due to accident on Battery St Tunnel Northbound between 1st Ave and 6th Ave.
0,Accident on 50th St at I-5.
1,Left lane blocked due to accident on I-5 Northbound at Exit 176 175th St.
0,Single alternate line traffic due to accident on WA-523 145th St both ways at 1st Ave.
1,Right lane blocked due to accident on I-5 Southbound at Exits 161 162 Corson Ave.
1,Exit ramp from I-5 Southbound at Exits 166 167 to Mercer St Westbound lane blocked due to accident.
1,Right lane blocked due to accident on I-5 Northbound at Exits 166 167 Mercer St.
1,Entry ramp to I-5 Northbound from Mercer St Eastbound restrictions on entry ramp due to accident.
0,Accident on 1st Ave at Seneca St.
1,Accident on exit ramp from I-5 Southbound to NE 45th St.
1,Slow traffic and Left lane blocked due to accident on I-5 Southbound at Exit 174 130th St.
0,Accident on 7th Ave near Weller St.
0,Accident on Lynn St near Broadway.
0,Accident on 44th Ave at Kenny St.
0,Accident on 110th St at WA-522 Lake City Way.
0,Accident on California Ave at Hanford St.
0,Accident on John St at 10th Ave.
0,Accident on Queen Anne Ave at Prospect St.
0,Right lane blocked due to accident on 1st Ave Southbound at Pike St.
0,Accident on 17th Ave at Cambridge St.
0,Left lane blocked due to accident on WA-513 Montlake Blvd Northbound at 25th Ave.
0,Left lane blocked due to accident on Fauntleroy Way Northbound between Edmunds St and Alaska St.
0,Accident on 6th Ave at Madison St.
0,Accident on Franklin Ave near Edgar St.
0,Accident on Cooper St at Renton Ave.
0,Accident on 65th St at 8th Ave.
1,Right collector lane blocked due to accident on I-5 Northbound before Madison St.
0,Accident on 23rd Ave at Yesler Way.
1,Right center lane blocked due to accident on I-5 Southbound before Exits 166 167 Mercer St.
1,Right lane blocked due to accident on I-5 Southbound at 50th St.
1,HOV lane blocked due to accident on I-5 Northbound at Michigan St.
1,HOV lane blocked due to accident on I-5 Northbound at Exit 156 WA-599.
1,Right lane blocked due to accident on I-5 Northbound at Olive way.
1,Exit ramp from I-5 Northbound at Exit 169 to N E 50th St lane blocked due to accident.
1,Right lane blocked due to accident on I-5 Southbound at Exits 164A 164B I-90.
1,Heavy traffic and right lane blocked due to accident on I-5 Northbound before Exits 153 154A 154AB I-405.
0,Left lane blocked due to accident on WA-900 Martin Luther King Jr Way Eastbound at I-5.
1,Left lane blocked due to accident on I-5 Northbound at Exits 166 167 Mercer St.
0,2 right lane blocked due to accident on Stewart St Southbound at 3rd Ave.
1,Exit ramp from I-5 Northbound at Exit 168A to Lakeview Blvd Northbound lane blocked due to accident.
0,Right lane blocked due to accident on WA-520 Westbound at I-5.
1,Entry ramp to S 156th St Eastbound at Exit 1 from I-405 Northbound lane blocked due to accident.
1,Right lane blocked due to accident on I-5 Northbound at Exit 169 5th Ave.
0,Accident on Broad St Southbound at 5th Ave.
1,HOV lane blocked and left hand shoulder blocked due to serious accident on I-5 Northbound at Southcenter Blvd.
1,Right hand shoulder blocked due to accident on I-405 Southbound before I-5.
0,Reported accident on WA-509 Northbound after 146th St.
1,Left lane blocked due to accident on I-5 Southbound after Exit 169 5th Ave.
0,Accident on Rainier Ave at 33rd Ave.
0,Accident on Eastlake Ave at Lynn St.
1,Right lane blocked due to accident on I-5 Express Southbound at Madison St.
1,Right lane blocked due to accident on I-5 Express Southbound between Lakeview Blvd and Mercer St.
1,Accident on I-5 Northbound at Exit 151 Military Rd.
0,Accident on Rainier Ave at Letitia Ave.
0,Accident on Mercer St at Dexter Ave.
0,Accident on WA-99 Aurora Ave at 39th St.
0,Accident on Rainier Ave near Plum St.
0,Accident on Eastlake Ave at Lynn St.
0,Accident on Roxbury St at 8th Ave.
0,Accident on Doris St at Airport Way.
0,Accident on Bayview St at Martin Luther King Jr Way.
0,Accident on 12th Ave near Dakota St.
0,Accident on James St at 3rd Ave.
0,Accident on 47th St at Stone Way.
0,Accident on 15th Ave near 123rd St.
0,Accident on Spokane St at 6th Ave.
0,Accident on 74th St at Sand Point Way.
1,Right lane blocked due to accident on I-90 Westbound before Exits 3 3A 3B Rainier Ave.
0,One lane blocked due to accident on Roxbury St at 50th Ave.
0,Accident on Hanford St at Utah Ave.
0,Accident on Elliott Ave near Western Ave.
0,Accident on Nickerson St near 3rd Ave.
1,Left center lane blocked due to accident on I-5 Northbound before Exit 174 130th St.
1,Queueing traffic and two right lane blocked due to accident on I-5 Northbound before Exit 174 130th St.
0,Accident on 63rd Ave at Renton Ave.
1,Right lane blocked due to accident on I-5 Northbound at Exit 169 5th Ave.
1,Right hand shoulder blocked due to accident on I-5 Northbound after Exit 152 188th St.
1,Two lanes blocked very slow traffic queueing traffic and left hand shoulder blocked due to accident on I-5 Southbound between Mercer St and Cherry St.
1,HOV lane blocked due to accident on I-5 Northbound between Exit 157 WA-900 Martin Luther King Jr Way and Exit 158 Boeing Access Rd.
1,Accident on I-5 Southbound after Mercer St.
0,Accident on 75th St at 35th Ave.
1,Left lane blocked due to accident on I-90 Eastbound near Rainier Ave.
0,Accident on 12th Ave at John St.
0,Right lane blocked due to accident on WA-99 Aurora Ave Northbound between Western Ave and Harrison St.
0,Accident on 7th Ave at Plummer St.
1,Right lane blocked due to accident on I-90 Eastbound at Exits 3 3A 3B Rainier Ave.
0,Accident on 32nd Ave at 65th St.
0,Accident on 83rd St at 13th Ave.
0,Accident on Eastlake Ave at Louisa St.
0,Accident on 35th Ave at 75th St.
0,Accident on Dayton Ave at 46th St.
0,Accident on 95th St at WA-522 Lake City Way.
0,Left lane blocked due to accident on WA-520 Westbound before I-5.
0,Accident on 7th Ave near Plummer St.
0,Accident on 25th Ave near Blakeley St.
0,Accident on Beacon Ave near Angeline St.
0,Accident on Brooklyn Ave at 45th St.
0,Accident on Broadway at Aloha St.
0,Accident on 10th Ave at Pike St.
0,Accident on WA-99 Marginal Way at 1st Ave.
0,Accident on 4th Ave Northbound at Columbia St.
0,Accident on Admiral Way at City View St.
0,Accident on Valentine Pl at State St.
0,Accident on 20th Ave near 65th St.
0,Accident on 85th St at Stone Ave.
0,Accident on WA-522 Lake City Way at 95th St.
0,Accident on WA-99 Marginal Way at Diagonal Ave.
0,Center lane blocked due to accident on 5th Ave Southbound at Pine St.
0,Accident on West Seattle Brg Westbound between Marginal Way and Delridge Way.
0,Accident on Dearborn St at 10th Ave.
0,Accident on Boylston Ave at Olive Way.
0,Accident on 45th St at Bagley Ave.
0,Accident on 25th Ave near Blakeley St.
0,Accident on 15th Ave near 83rd St.
1,Center lane blocked due to accident on I-90 Eastbound before Exits 3 3A 3B Rainier Ave.
0,Accident on 6th Ave at Jefferson St.
0,Accident on 52nd St at 3rd Ave.
0,Accident on Olive Way at Melrose Ave.
0,Accident on Market St at 2nd Ave.
0,Accident on Holly Pl near 30th Ave.
0,Slow traffic due to fuel spillage on WA-99 Aurora Ave at Northgate Way.
0,3 left lane blocked due to accident on WA-99 Southbound at 1st Ave Bridge.
0,Left lane blocked due to accident on WA-518 Westbound after I-5 .
0,Entry ramp to WA-99 Southbound from Elliott Ave closed due to police incident.
1,Reported accident on I-5 Northbound between 188th St and I-405.
0,Accident on Highland Dr at Westlake Ave.
0,One lane blocked due to accident on Lander St Westbound between Busway and 3rd Ave.
0,Restrictions and slow traffic due to accident on 4th Ave both ways between Forest St and Stacy St.
0,Accident on Cherry St at 20th Ave.
0,Accident on Interlaken Blvd at Lake Washington Blvd.
1,Slow traffic due to accident on I-5 Northbound at Exits 161 162 Corson Ave.
1,Slow traffic due to accident on I-5 Northbound at Exits 161 162 Corson Ave.
0,Accident on Russell Ave at Central Pl.
0,Slow traffic due to accident on 3rd Ave at Fulton St.
1,HOV lane blocked due to accident on I-5 Northbound at Exit 157 WA-900 Martin Luther King Jr Way.
0,Accident on Seattle Brg Eastbound at 35th Ave.
0,Accident on Rainier Ave at Dearborn St.
0,Accident on Highland Dr at Westlake Ave.
1,Accident on I-5 Southbound at Exits 164A 164B I-90.
0,Accident on Rainier Ave at Graham St.
0,Accident on 4th Ave at Lander St.
0,Accident on Ursula Pl around Corgiat Dr.
0,Accident on Cherry St at 20th Ave.
0,Accident on Fulton St at 3rd Ave.
0,Accident on Mead St at Rainier Ave.
0,Accident on 130th St at Ashworth Ave.
