Label,Description
1,Two lanes blocked due to accident on I-85 I-75 Southbound at Central Ave / Fulton St.
0,Accident on US-23 Moreland Ave at McPherson Ave.
1,Right hand shoulder blocked due to accident on I-85 I-75 Southbound at MLK Dr.
1,Two lanes blocked due to accident on I-285 clockwise at Exit 7 Cascade Rd.
1,Right hand shoulder closed due to accident on I-285 Northbound at Exit 7 Cascade Rd.
1,Left hand shoulder closed due to accident on I-75 Northbound at 17th Street.
0,Two lanes blocked due to accident on GA-400 Southbound at Exit 4C Hammond Dr.
1,Right lane blocked due to accident on I-75 Southbound at I-285 Exit 20.
1,2 right lane blocked due to accident on I-285 Southbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Left hand shoulder blocked due to accident on I-85 Southbound at I-75 Exits 250 251.
1,Right hand shoulder blocked due to accident on I-285 Westbound at Exit 22 Northside Dr.
1,Middle lane blocked due to accident on I-285 Eastbound at Exits 32 33A US-23 Buford Hwy.
1,Accident on entry ramp to I-85 Eastbound at Exits 32 33B from I-285 Eastbound.
1,Center lane blocked due to accident on I-285 clockwise at Paces Ferry Rd.
1,Right lane blocked due to accident on I-285 Westbound at Exit 29 Ashford Dunwoody Rd.
1,Two lanes blocked due to accident on I-285 Eastbound at Exits 61 62 I-85.
1,HOV lane blocked due to accident on I-75 Northbound at Exits 238B 239 Charles W Grant Pkwy.
1,Right lane blocked due to accident on I-285 Eastbound at Exits 61 62 I-85.
1,Right middle lane blocked due to accident on I-285 Southbound at Exit 2 GA-6 Camp Creek Pkwy.
1,2 left lane blocked due to accident on I-85 Southbound at Exits 70 71 GA-139 Riverdale Rd.
1,Two lanes blocked due to accident on I-285 Northbound at Exit 13 Bolton Rd.
1,Two lanes blocked due to accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Right lane blocked due to accident on I-20 Westbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Three lanes blocked due to accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
1,Accident on I-85 I-75 Southbound at 10th St NW.
1,Accident on I-85 I-75 Northbound at Peachtree St NE.
0,Accident on US-19 Peachtree Rd at Pharr Rd.
1,Three lanes blocked due to accident on I-85 I-75 Northbound at Intl Blvd / Freedom Pkwy.
1,Accident on exit ramp from I-75 Southbound at Exits 259A 259B to I-285 anticlockwise.
1,Right lane blocked due to accident on I-75 Northbound at Freedom Pkwy.
1,Left lane blocked due to accident on I-20 Westbound at Exits 56B 57 I-75.
1,Two lanes blocked due to accident on I-20 Westbound at Exits 56B 57 I-75.
0,Accident on Palisades Rd at US-19 Peachtree St.
1,Right lane blocked due to accident on I-20 Eastbound at Exit 62 Flat Shoals Rd.
1,Right hand shoulder blocked due to accident on I-75 Southbound at Exit 239 US-41 Central Ave.
1,Right lane blocked due to accident on I-85 Northbound at Exit 75 Sylvan Rd.
1,Right hand shoulder blocked due to accident on I-85 Southbound at Exit 76 Cleveland Ave.
1,Right exit lane blocked due to accident on I-85 Northbound at GA-6 Camp Creek Pkwy.
1,Two lanes blocked due to accident on I-75 Northbound at International Pkwy.
1,Right hand shoulder blocked due to accident on I-75 Northbound before 10th St.
1,Left hand shoulder blocked due to accident on I-285 Southbound at Exits 9 10A 10B I-20.
1,Left lane blocked due to accident on I-20 Eastbound before Exit 55A Joseph E Lowery Blvd.
1,Two lanes blocked and right hand shoulder blocked due to accident on I-20 Eastbound before Exit 54 Langhorn St.
1,Two lanes blocked due to accident on I-75 Northbound at 17th St.
1,Two lanes blocked due to accident on I-85 Northbound before GA-13 Buford Hwy.
1,Left lane blocked due to accident on I-75 Southbound at Exit 254 Moores Mill Rd.
1,Right hand shoulder blocked due to earlier accident on I-75 Northbound before I-20. All lanes have been re-opened.
1,Four lanes blocked and slow traffic due to accident on I-75 Southbound at I-85 I-75.
0,Accident on GA-237 Piedmont Rd near Sidney Marcus Blvd.
1,Two lanes blocked due to accident on I-285 Westbound near Exit 25 US-19.
1,Exit ramp from I-285 Westbound at Exit 25 to Roswell Rd NE lane blocked due to accident.
0,Accident on GA-141 Peachtree Rd near Tower Place Dr.
0,Accident on US-29 Ponce de Leon Ave at Monroe Dr.
0,Accident on GA-141 Peachtree Rd at Wieuca Rd.
1,Accident on I-85 I-75 Southbound at Exit 248C I-75.
1,Slow traffic and right lane blocked due to accident on I-285 Westbound at Exit 22 Northside Dr.
0,Accident on US-19 Peachtree Rd at Sheridan Dr.
0,Accident on Martin Luther King Jr Dr at Paschal Blvd.
1,One lane blocked and very slow traffic due to accident on I-85 Northbound near Exit 96 Northeast Expy.
0,Accident on US-23 Moreland Ave at Euclid Ave.
0,Accident on US-41 Metropolitan Pkwy near Grant St.
0,Slow traffic due to accident on Boulevard near Highland Ave.
1,Three lanes blocked slow traffic and shoulder blocked due to accident on I-75 Northbound before Exits 242 243 I-85 I-75.
0,Accident on GA-139 Martin Luther King Jr Dr Westbound at Florida Ave.
1,Right hand shoulder blocked due to accident on I-285 Westbound after Exit 55 GA-54 Jonesboro Rd.
0,Slow traffic due to accident on Cleveland Ave at US-41 Metropolitan Pkwy.
1,Slow traffic right lane blocked and right hand shoulder blocked due to accident on I-285 Southbound before Exit 2 GA-6 Camp Creek Pkwy.
1,Slow traffic and right lane blocked due to accident on I-285 Westbound at Exits 61 62 I-85.
1,Exit ramp from I-285 Westbound at Exits 61 62 to I-85 Northbound lane blocked due to accident.
1,Accident on I-285 Westbound at Exit 51 Bouldercrest Rd.
1,Right lane blocked and shoulder blocked due to accident on I-285 Westbound before Exit 60 GA-139 Riverdale Rd.
1,One lane blocked due to accident on I-85 Southbound before Pleasantdale Rd.
0,Serious accident on Belvedere Dr at Monterey Dr.
1,Left hand shoulder blocked due to accident on I-20 Eastbound before Exits 60 60A 60B US-23 Moreland Ave.
1,Right hand shoulder blocked due to accident on I-85 Northbound before GA-13 Buford Hwy.
1,Second=left lane blocked due to accident on I-285 Westbound before Exit 29 Ashford Dunwoody Rd.
1,Center lane blocked due to accident on I-85 Southbound before Exit 88 Cheshire Bridge Rd.
1,Center lane blocked due to accident on I-20 Westbound at Windsor St.
1,Slow traffic due to accident on I-75 Southbound at I-85 I-75.
1,Right hand shoulder blocked due to accident on I-285 Westbound at Exit 29 Ashford Dunwoody Rd.
0,Accident on Paces Ferry Rd near I-75.
0,Accident on US-29 Ponce de Leon Ave at Durant Pl.
1,Accident on I-20 Eastbound at Exits 51A 51B I-285.
0,Slow traffic due to accident on US-41 Metropolitan Pkwy at Manford Rd.
1,Very slow traffic due to accident on I-75 Southbound at I-85 I-75.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Accident on I-75 Northbound at Exits 248C 248D I-85 I-75.
1,One lane blocked due to accident on I-85 Northbound at Exit 94 Chamblee Tucker Rd.
1,One lane blocked and slow traffic due to accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Accident on I-75 Southbound at Exit 249A I-85 I-75.
1,Very slow traffic due to accident on I-85 Northbound near Exit 86.
0,Slow traffic due to accident on US-29 Ponce de Leon Ave at Oakdale Rd.
0,Accident on US-41 Metropolitan Pkwy at Fair Dr.
0,Accident on Peachtree St Northbound at Porter Pl.
1,Accident on I-20 Eastbound at Exits 56B 57 I-75.
1,Accident on I-85 Southbound before Exits 86 87 GA-400.
1,One lane blocked and very slow traffic due to accident on I-20 Eastbound before Exit 56A McDaniel St.
1,Accident on I-75 Southbound near Exits 246 248A I-85 I-75.
1,Two lane blocked due to accident on I-285 Southbound at Exits 33 34 Chamblee Tucker Rd.
0,Accident on Bolton Rd Eastbound near Paul Ave.
0,Two lanes blocked due to accident on GA-400 Southbound at Exit 6 Northridge Rd.
0,Accident on US-19 Roswell Rd at GA-237 Piedmont Rd.
1,Left hand shoulder blocked due to accident on I-20 Westbound before Exits 58A 58B Hill St.
0,Accident on Boulevard at Rosalia St.
1,Left lane blocked due to accident on I-20 Westbound before Hill St.
1,Right hand shoulder blocked due to accident on I-75 Southbound near I-85 I-75.
0,Accident on Peachtree St near 16th St.
1,Accident on I-75 Southbound near Exits 250 251 I-85.
1,Slow traffic left lane blocked and left hand shoulder blocked due to accident on I-285 Eastbound before Exits 32 33B I-85.
1,Accident on I-75 Northbound after Exits 246 248A I-85 I-75.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
0,Accident on US-23 Moreland Ave at Custer Ave.
0,Accident on GA-139 Martin Luther King Jr Dr at Fairfield Pl.
1,Very slow traffic due to accident on I-85 Southbound at Exits 84 85 I-75.
1,One lane blocked and slow traffic due to accident on I-75 Northbound before Exits 246 248A I-85 I-75.
0,Accident on Martin Luther King Jr Dr at Hunter Pl.
1,Accident on I-85 Northbound at Exits 86 87 GA-400.
0,Accident on GA-237 Piedmont Rd at Lenox Rd.
1,Slow traffic and HOV lane blocked due to accident on I-85 Northbound near Exit 91 Northeast Expy.
1,Accident on I-75 Northbound at I-85 I-75.
0,Accident on GA-42 Briarcliff Rd at US-23 Moreland Ave.
0,Accident on Cascade Rd Eastbound at Boulevard Lorraine.
1,One lane blocked due to accident on I-75 Northbound at Intl Blvd.
1,Left hand shoulder blocked and left lane blocked due to accident on I-75 Northbound after 10th St.
1,Right lane blocked due to accident on I-85 Southbound before Exits 95 95A 95B 96 I-285.
1,Serious accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Accident on I-20 Eastbound at Windsor St.
1,Right hand shoulder blocked due to accident on I-75 Northbound at Central Ave.
0,Two lanes blocked due to accident on Cascade Rd Eastbound at I-285.
1,Accident on I-75 Southbound at Exit 252 Howell Mill Rd.
1,Left hand shoulder blocked due to accident on I-85 Northbound before Exits 86 87 GA-400.
1,Accident on I-85 Northbound at Exit 88 Cheshire Bridge Rd.
0,Accident on Clifton Rd at US-29 Ponce de Leon Ave.
1,Accident on exit ramp from I-20 Eastbound at Exits 56B 57 to I-75 Northbound.
1,Accident on I-75 Southbound at Exit 254 Moores Mill Rd.
1,Accident on I-75 Southbound at Exits 251 252A 252B US-41 Northside Dr.
0,Accident on US-19 Peachtree Rd at Peachtree Memorial Dr.
1,Delays due to accident on I-75 Southbound at GA-54 University Ave.
1,Delays due to accident on I-20 Westbound at Exits 56B 57 I-75.
0,Accident on Martin Luther King Jr Dr at Paschal Blvd.
0,Accident on US-41 Metropolitan Pkwy at Fair Dr.
1,Left lane blocked due to accident on I-75 Northbound before Edgewood Ave.
1,Delays due to accident on I-75 Northbound at GA-10.
1,Right hand shoulder blocked due to accident on I-20 Westbound after Exits 56B 57 I-75.
1,Left lane blocked due to accident on I-85 I-75 Southbound at Peachtree St.
1,Queueing traffic and lane blocked due to accident on I-75 Northbound before Exits 246 248A I-85 I-75.
1,Accident on I-75 Northbound at Exit 244 I-85 I-75.
1,Queueing traffic due to accident on I-85 Southbound at Exits 86 87 GA-400.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
0,Accident on Boulevard at Auburn Ave.
1,Accident on I-85 Northbound before Exits 86 87 GA-400.
1,One lane blocked and slow traffic due to accident on I-75 Northbound after Exit 254 Moores Mill Rd.
0,Accident on GA-42 Briarcliff Rd at US-23 Moreland Ave.
1,2 left lane blocked and very slow traffic due to accident on I-285 Eastbound at Exit 29 Ashford Dunwoody Rd.
1,Accident on I-85 Southbound after Exits 86 87 GA-400.
1,Right lane blocked and right hand shoulder blocked due to accident on I-285 Eastbound after Exit 30 Peachtree Rd.
1,Exit ramp from I-285 clockwise at Exit 20 to I-75 Northbound lane blocked due to accident.
1,Right lane blocked and right hand shoulder blocked due to accident on I-75 Southbound before Exits 250 251 I-85.
1,Left hand shoulder blocked due to accident on I-85 Southbound after GA-13 Buford Hwy.
1,Exit ramp from I-75 Northbound to Edgewood Ave shoulder blocked due to accident tractor involved.
0,Serious accident on GA-139 Martin Luther King Jr Dr at Abernathy Blvd.
0,Accident on Peachtree St Northbound at Brotherton Transportation Mall.
1,Left lane blocked and left hand shoulder blocked due to accident tractor trailer involved on I-285 Southbound before Exits 9 10A 10B I-20.
1,Left lane blocked due to accident on I-285 Westbound before Exit 30 Chamblee Dunwoody Rd.
1,Left lane blocked due to accident on I-285 Westbound at Exits 31A 31B GA-141 Peachtree Industrial Blvd.
1,Left lane blocked due to accident on I-75 Northbound at GA-54 University Ave.
1,Right hand shoulder blocked due to accident on I-85 Southbound before Exits 84 85 I-75.
1,Right hand shoulder blocked due to accident on I-85 I-75 Southbound at Exit 248B I-75.
0,Slow traffic due to accident on US-19 Peachtree Rd at Peachtree Memorial Dr.
1,Slow traffic due to accident on I-20 Eastbound at Exits 56B 57 I-75.
1,Accident on I-75 Northbound at Exits 248C 248D I-85 I-75.
1,Accident on I-75 Northbound at Exit 249A I-85 I-75.
1,Slow traffic due to accident on I-85 Southbound after Exits 86 87 GA-400.
0,Accident on GA-237 Piedmont Rd near Lenox Rd.
1,Slow traffic and right lane blocked due to accident on I-285 Southbound after Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,Accident on I-20 Westbound at Exit 55A Joseph E Lowery Blvd.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
0,Slow traffic due to accident on GA-237 Piedmont Rd at Sidney Marcus Blvd.
0,Accident on US-41 Metropolitan Pkwy Eastbound at Ralph David Abernathy Blvd.
1,Accident on I-75 Southbound at Exits 246 248A I-85 I-75.
1,Very slow traffic and right lane blocked due to accident on I-20 Westbound at Exit 55A Joseph E Lowery Blvd.
0,Slow traffic due to accident on Fairburn Rd at Mays Xing.
1,Accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.
0,Accident on Monroe Dr at Piedmont Ave.
1,Accident on I-75 Northbound at Exits 249C 249D I-85 I-75.
0,Accident on Spring St at US-78 North Ave.
1,Three lanes blocked and very slow traffic due to accident on I-75 Northbound near I-85 I-75.
1,Accident on I-75 Northbound at Exit 244 I-85 I-75.
1,Accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Very slow traffic due to accident on I-75 Southbound at Exits 251 252A 252B US-41 Northside Dr.
1,Accident on I-75 Southbound at Exits 250 251 I-85.
1,Accident on I-20 Eastbound at Exit 54 Langhorn St.
0,Slow traffic due to accident on Centra Villa Dr at Campbellton Rd.
1,Slow traffic due to accident on I-75 Southbound after Exits 250 251 I-85.
0,Accident on GA-237 Piedmont Rd near Lenox Rd.
0,Accident on US-23 Moreland Ave near I-20.
0,Accident on GA-13 at Piedmont Rd.
1,Three lane blocked due to accident on I-285 Westbound between Exits 27 28 Peachtree Dunwoody Rd and GA-400.
1,Lane blocked due to accident on I-20 Westbound at Exit 55A Joseph E Lowery Blvd.
1,One lane blocked due to accident on I-75 Northbound at I-85 I-75.
1,Right hand shoulder blocked due to accident on I-75 Southbound at I-85 I-75.
1,Accident on I-75 Southbound at 17th St NW.
1,Accident on entry ramp to I-20 Westbound at Exits 246 248A from I-75 Southbound.
1,Left lane blocked due to accident on I-285 Eastbound at Exits 32 33B I-85.
1,Two lanes blocked due to accident on I-285 Westbound at Exit 29 Ashford Dunwoody Rd.
1,Right hand shoulder closed due to accident on I-285 Northbound at Exits 32 33A US-23 Buford Hwy.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Exits 59A 59B Boulevard.
1,Right hand shoulder blocked due to accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
0,Accident on GA-154 Memorial Dr at US-23 Moreland Ave.
1,Accident on I-75 Northbound at Exit 244 I-85 I-75.
0,Accident on GA-400 at Exit 2 Lenox Rd.
0,Accident on I-20 Westbound at Exits 51A 51B I-285.
1,Two lanes blocked due to accident on I-20 Westbound at Exits 56B 57 I-75.
0,Accident on GA-237 Piedmont Rd at Sidney Marcus Blvd.
1,Accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
0,Accident on US-23 Moreland Ave at McPherson Ave.
0,Accident on Ivan Allen Jr Blvd at Peachtree St.
0,Accident on Martin Luther King Jr Dr at Joseph E Lowery Blvd.
1,Accident on I-75 Southbound at I-85 I-75.
1,Left lane blocked due to accident truck involved on I-85 Southbound at Exit 76 Cleveland Ave.
1,Four lanes blocked due to accident on I-85 Northbound at Exit 91 Northeast Expy.
0,Left lane blocked due to accident on GA-400 Northbound at Exits 5 5A 5B Abernathy Rd.
1,Two lanes blocked due to accident on I-285 Eastbound at Exit 25 US-19.
1,Left hand shoulder blocked due to accident on I-20 Eastbound at Exits 52 52A 52B Burton Rd.
1,Accident on I-85 I-75 Southbound at Exit 250 I-75.
1,Right hand shoulder closed due to accident on I-75 Northbound at I-85 I-75.
1,Right lane blocked due to accident on I-85 I-75 Northbound at Exit 244 / GA-54 University Ave.
1,Center lane blocked due to accident on I-75 Southbound at Exits 251 252A 252B US-41 Northside Dr.
1,Three lanes blocked due to accident on I-75 Southbound at Exit 254 Moores Mill Rd.
1,HOV lane blocked due to accident on I-75 Southbound after Williams St.
1,Right hand shoulder blocked due to accident on I-75 Southbound at 10th St.
1,Right hand shoulder blocked due to accident on I-285 Eastbound at GA-141 Peachtree Industrial Blvd / Motors Industrial Way.
1,Two lanes blocked due to accident on I-285 Eastbound after GA-9 Roswell Rd.
1,Accident on I-20 Eastbound at Exits 56B 57 I-75.
1,Accident on I-75 Northbound at GA-54 University Ave.
1,Left hand shoulder blocked due to accident on I-75 Northbound at Williams St.
0,Serious accident on Martin Luther King Jr Dr near Chappell Rd.
1,Accident on I-285 Northbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Accident on I-285 Northbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
0,Accident on Northridge Rd Southbound at GA-400.
1,Accident on I-75 Northbound at Edgewood Ave.
1,Right hand shoulder blocked due to accident on I-75 Northbound at GA-54 University Ave.
1,Left hand shoulder blocked and left lane blocked due to accident on I-75 Southbound before Exits 258 259A Cumberland Blvd.
1,Second-left lane blocked due to accident on I-85 Southbound from Exits 84 85 I-75.
1,Left two lane blocked due to accident on I-285 Westbound after Exit 30 Chamblee Dunwoody Rd.
0,Accident on US-19 Peachtree Rd at Collier Rd.
1,Accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Left hand shoulder blocked due to accident on I-75 Southbound at I-85 I-75.
0,Accident on Peachtree St near Biltmore Pl.
0,Accident on GA-13 near Piedmont Rd.
0,Accident on River Green Dr at US-41 Northside Pkwy.
1,Accident on I-285 Westbound at Exits 9 10A 10B I-20.
0,Accident on US-29 Ponce de Leon Ave at Parkway Dr.
1,Accident on I-285 Southbound at Exit 9 GA-139 Martin Luther King Jr Dr.
1,Accident on I-75 Southbound at Exits 248C 248D I-85 I-75.
0,Accident on I-75 Southbound at Exit 249A I-85 I-75.
1,Accident on I-75 Northbound at Exits 249C 249D I-85 I-75.
0,Accident on US-19 Roswell Rd at Wieuca Rd.
1,Right hand shoulder blocked and #4 lane blocked due to accident on I-20 Eastbound at GA-280 Hamilton E Holmes Dr.
1,#1 #2 #3 lane blocked and left hand shoulder blocked due to accident on I-285 Northbound at Exits 33 34 Chamblee Tucker Rd.
1,Left hand shoulder blocked due to accident on I-85 Northbound before Exit 77 US-41 Metropolitan Pkwy.
0,Accident on GA-166 Campbellton Rd at Fairburn Rd.
0,Accident on US-23 Moreland Ave at Key Rd.
0,Accident on GA-154 Arthur Langford Pkwy Westbound at Campbellton Rd.
1,1 left lane blocked due to accident on I-285 Eastbound at Exit 55 GA-54 Jonesboro Rd.
1,Accident on I-75 Northbound at US-41 Northside Pkwy.
1,Right hand shoulder blocked due to accident on I-85 Northbound at Exit 94 Chamblee Tucker Rd.
1,One lane blocked due to accident on I-85 Southbound before Pleasantdale Rd.
0,Accident on GA-154 Trinity Ave at Peachtree St.
0,Accident on US-23 Moreland Ave at Druid Pl.
0,Accident on Peachtree St at 3rd St.
0,Accident on Piedmont Rd at Piedmont Cir.
1,Accident on I-75 Southbound at 17th St.
1,Center lane blocked due to accident on I-75 Southbound after Exits 251 252A 252B US-41 Northside Dr.
1,Center lane blocked due to accident on I-75 Southbound after Exits 258 259A Cumberland Blvd.
1,Center lane blocked due to accident on I-75 Southbound before Exit 256 Mount Paran Rd.
1,Two lanes blocked due to accident on I-75 Southbound at Exits 251 252A 252B US-41 Northside Dr.
0,Accident on Fairburn Rd at Benjamin E Mays Dr.
0,Accident on Monroe Dr at Piedmont Ave.
0,Right hand shoulder blocked due to accident on GA-400 Southbound after Exit 4A Glenridge Connector.
0,Delays due to accident on GA-141 Peachtree Rd at Shadowlawn Ave.
0,Accident on US-19 Peachtree St near 16th St.
0,Left hand shoulder blocked due to accident on GA-400 Southbound at Exits 1A 1B Sidney Marcus Blvd.
1,Delays due to accident on I-75 Northbound at 14th St.
1,Accident on I-75 Northbound at Edgewood Ave.
0,Accident on US-29 Ponce de Leon Ave near Barnett St.
0,Accident on Peachtree St at 10th St.
0,Accident on The Prado at Piedmont Ave.
1,Delays due to accident on I-20 Eastbound at Windsor St.
1,Accident on I-75 Southbound at Exits 249C 249D I-85 I-75.
0,Accident on Peachtree Dr at GA-237 Piedmont Rd.
0,Accident on GA-10 Freedom Pkwy at Boulevard.
1,Accident on I-20 Westbound at Exits 60 60A 60B US-23 Moreland Ave.
1,Two lanes blocked due to accident on I-20 Westbound at Exit 61B GA-260 Glenwood Ave.
1,Accident on I-20 Eastbound at Exit 53 GA-139 Martin Luther King Jr Dr.
1,One lane blocked due to accident on I-285 Westbound at Exit 22 Northside Dr.
0,Accident on Bolton Rd at Moores Mill Rd.
1,Accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,Accident on I-75 Northbound at I-85 I-75.
0,Accident on Martin Luther King Jr Dr at Peachtree St.
0,Accident on US-19 Roswell Rd Northbound at Habersham Rd.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
1,Accident on I-20 Westbound at Exits 51A 51B I-285.
0,Accident on Paces Ferry Rd Westbound at I-75.
1,Accident on I-20 Westbound at Exit 54 Langhorn St.
0,Accident on US-23 Moreland Ave at Ormewood Ave.
1,2 left lane blocked due to accident on I-20 Eastbound at Exits 59A 59B Boulevard.
0,Accident on GA-139 Martin Luther King Jr Dr Southbound at I-285.
1,Accident on I-85 Southbound at Exits 84 85 I-75.
0,Accident on GA-400 Northbound at Exits 3 4A I-285.
1,Right hand shoulder blocked due to accident on I-75 Northbound after Exit 241 Cleveland Ave.
1,Accident on I-75 Northbound at GA-166 Langford Pkwy.
1,Accident on I-285 Westbound at Exit 55 GA-54 Jonesboro Rd.
0,Accident on US-41 Metropolitan Pkwy Southbound at Cleveland Ave.
0,Accident on Fairburn Rd Northbound at Stone Rd.
1,Two lane blocked due to accident on I-285 Southbound at Exit 60 GA-139 Riverdale Rd.
1,Right hand shoulder blocked due to accident on I-20 Westbound at Exits 51A 51B I-285.
1,Three lanes blocked due to accident on I-285 Northbound at Exit 7 Cascade Rd.
1,Serious accident on I-285 Northbound at I-20 .
1,Accident on I-75 Northbound at Exits 246 248A I-85 I-75.
1,One lane blocked due to accident on I-75 Northbound before Central Ave.
1,HOV lane blocked due to accident on I-75 Southbound before MLK Dr.
1,Two lanes blocked due to accident on I-285 Westbound after Exit 22 Northside Dr.
0,Accident on US-23 Moreland Ave at Moreland Pl.
1,Accident on I-75 Southbound at US-41 Northside Pkwy.
1,Center lane blocked due to accident on I-75 Northbound after I-20.
1,Left lane blocked and left hand shoulder blocked due to accident on I-285 Northbound at Exits 9 10A 10B I-20.
1,Exit ramp from I-285 Westbound to US-23 shoulder blocked due to accident.
1,Accident on I-285 Westbound at Exits 32 33B I-85.
1,Right lane blocked and heavy traffic due to accident on I-75 Southbound at Exits 259 260 Windy Hill Rd.
0,Accident on GA-141 Peachtree Rd near Lenox Rd.
1,Right lane blocked due to accident on I-20 Eastbound at Exits 51A 51B I-285.
1,Right lane blocked due to accident on I-285 Southbound at Exits 9 10A 10B I-20.
1,1 HOV lane blocked due to accident on I-75 Northbound at I-85 I-75.
0,Accident on US-29 Ponce de Leon Ave at Highland Ave.
1,1 right lane blocked due to accident on I-85 I-75 Southbound at Buford Hwy.
0,Accident on Collier Rd at US-19 Peachtree Rd.
1,Accident on I-75 Southbound at Exit 244 I-85 I-75.
1,Accident on I-75 Southbound at Exits 248C 248D I-85 I-75.
1,#1 #2 #3 lane blocked and left hand shoulder blocked due to accident on I-285 Northbound between GA-154 Arthur Langford Pkwy and Cascade Rd.
1,Accident on I-285 Northbound at GA-166 Arthur Langford Pkwy.
1,Right hand shoulder blocked and right lane blocked due to accident on I-85 Northbound after Exit 66 Flat Shoals Rd.
0,Accident on US-41 Metropolitan Pkwy near Cleveland Ave.
1,Right lane blocked and right hand shoulder blocked due to accident on I-75 Southbound at I-285.
1,Accident on I-75 Southbound at Exits 242 243 I-85 I-75.
1,Accident on I-75 Southbound at Exits 237A 238A 238B I-285.
1,Right hand shoulder blocked due to accident on I-85 Southbound after Exits 86 87 GA-400.
1,Right hand shoulder blocked due to accident on I-75 Southbound at Exits 259 260 Windy Hill Rd.
0,Three lanes blocked due to accident on Spring St at US-78 North Ave.
1,Left hand shoulder blocked due to accident on I-75 Northbound at GA-54 University Ave.
1,Right hand shoulder blocked due to accident on I-285 Northbound at Exit 7 Cascade Rd.
1,Second-left lane blocked due to accident on I-75 Southbound before Exit 256 Mount Paran Rd.
0,Right hand shoulder blocked due to accident on GA-54 University Ave Eastbound at I-75.
1,Two lanes blocked due to accident on I-75 Northbound before US-41 Northside Pkwy.
1,Left hand shoulder blocked due to accident on I-85 Southbound before Exits 84 85 I-75.
0,Left hand shoulder blocked due to accident on GA-400 Northbound before Exits 1A 1B Sidney Marcus Blvd.
1,Left hand shoulder blocked due to accident on I-20 Eastbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Right hand shoulder blocked due to accident on I-75 Northbound at Exit 244 I-85 I-75.
1,One lane blocked due to accident on I-75 Northbound at I-85 I-75.
1,Right hand shoulder blocked due to accident on I-85 Northbound before Shallowford Rd.
1,HOV lane blocked due to accident on I-75 Northbound at 17th St.
1,Left hand shoulder blocked and one lane blocked due to accident on I-20 Westbound at Boulevard.
1,One lane blocked due to accident on I-285 Eastbound before Chamblee Dunwoody Rd.
1,Four lane blocked due to accident on I-20 Westbound between Exits 60 60A 60B US-23 Moreland Ave and Exits 59A 59B Boulevard.
1,Second-left lane blocked due to accident on I-75 Northbound before GA-166 Langford Pkwy.
1,Left lane blocked due to accident on I-285 Eastbound after Exit 51 Bouldercrest Rd.
1,Right lane blocked due to accident on I-285 Southbound at Exits 5A 5B GA-154 Arthur Langford Pkwy.
1,One lane blocked due to accident on I-285 Northbound after GA-6 Camp Creek Pkwy.
1,Accident on I-285 Northbound at Exit 2 GA-6 Camp Creek Pkwy.
1,Second-left lane blocked due to accident on I-285 Westbound after GA-141 Peachtree Industrial Blvd / Motors Industrial Way.
0,Left lane blocked due to accident on GA-13 Southbound before I-85.
1,Two lanes blocked due to accident on I-285 Southbound after Exit 7 Cascade Rd.
1,Slow traffic and right hand shoulder blocked due to accident on I-285 Southbound before Exit 13 Bolton Rd.
1,Right lane blocked due to accident on I-285 Eastbound before Exits 26 27 US-19.
1,2 right lane blocked due to accident on I-285 Eastbound at Exits 31A 31B GA-141 Peachtree Industrial Blvd.
1,2 right lane blocked due to accident on I-20 Eastbound at Exit 53 GA-139 Martin Luther King Jr Dr.
1,One lane blocked due to accident on I-285 Southbound at Exit 12 US-78 Donald Lee Hollowell Pkwy.
1,2 left lane blocked due to accident on I-20 Eastbound at Exit 49 GA-70 Fulton Industrial Blvd.
1,Lane blocked due to accident on I-20 Westbound at Martin Luther King Jr Dr.
1,Lane blocked due to accident on I-20 Westbound at Exit 55A Joseph E Lowery Blvd.
1,Two lanes blocked due to accident on I-85 Northbound at Exit 93 Shallowford Rd.
1,Two lanes blocked due to accident on I-285 Eastbound at Exit 29 Ashford Dunwoody Rd.
